saleprice,age,neighborhood_order,local_conditions,was_remodeled,overall_qual,house_style_order_1.5,house_style_order_2.0,exter_qual,exterior_1n2,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,bldg_type_2fmcon,roof_style_hip,residential,functional,lot_frontage,lot_area,outside_porch_sf,garage_fin_area,garage_cars,paved_drive,bsmt_qual,bsmtfin_type_sf,bsmt_exposure,heating_qc,kitchen_qual,fireplace_qu,all_floors_sf,totrms_abvgrd,room_size,all_baths,gr_liv_area
191000,11,2,2,1,6,0,1,4,10,0,0,0,0,0,1,8,60.0,7500,84,1320.0,2.0,2,4,2856.0,1,4,3,3,1636,7,233.71428571428572,3.5,1636
158000,2,3,1,0,6,0,0,3,10,0,0,0,0,0,1,8,63.0,13072,50,576.0,2.0,2,4,4705.0,1,5,4,0,1158,5,231.6,2.5,1158
248900,1,4,2,1,8,0,0,4,10,0,0,0,0,0,1,8,67.0,10656,272,1740.0,3.0,2,4,0.0,3,5,4,4,1646,6,274.3333333333333,2.0,1646
175000,70,1,1,1,5,1,0,3,6,0,0,0,0,0,1,8,60.0,7200,264,240.0,1.0,2,4,2845.0,1,5,4,3,1768,7,252.57142857142858,2.5,1768
185900,41,2,1,1,6,0,0,3,10,0,0,0,1,1,1,7,80.0,8800,436,598.0,1.0,2,3,5513.0,2,5,4,3,1565,7,223.57142857142858,3.0,1565
163000,92,2,2,1,7,0,1,3,6,0,0,0,0,0,1,8,60.0,10800,341,320.0,2.0,0,4,1170.0,2,2,3,3,1768,6,294.6666666666667,1.5,1768
115000,55,1,2,0,5,1,0,2,6,0,0,0,1,0,0,6,50.0,9000,0,0.0,0.0,2,3,0.0,2,3,3,0,1396,8,174.5,2.0,1396
157500,30,1,2,0,6,0,0,3,7,0,0,0,0,0,1,8,80.0,13014,168,484.0,2.0,2,3,2640.0,3,3,3,2,1096,6,182.66666666666666,2.0,1096
245000,10,2,1,0,7,0,1,4,10,0,0,0,0,0,1,8,50.0,15896,298,1974.0,3.0,2,4,4565.0,1,5,4,3,2312,8,289.0,3.5,2312
180000,15,4,2,0,8,0,0,4,6,0,0,1,0,0,1,8,41.0,5395,334,924.0,2.0,2,4,4398.0,1,4,4,3,1337,5,267.4,3.0,1337
148800,3,4,2,0,7,0,1,4,6,0,0,1,0,0,1,8,65.0,5105,60,480.0,2.0,2,4,1434.0,1,5,4,0,1102,4,275.5,2.5,1102
237000,6,3,2,0,8,0,1,4,10,0,0,0,0,0,1,8,75.0,9473,211,1154.0,2.0,2,4,4824.0,1,5,4,4,2031,7,290.14285714285717,3.5,2031
60000,89,1,2,1,2,0,0,3,6,0,0,0,0,0,1,8,60.0,8400,0,246.0,1.0,0,3,870.0,1,3,2,0,438,3,146.0,1.0,438
165000,32,1,2,0,5,1,0,3,7,0,0,0,0,0,1,8,64.0,12102,224,1008.0,2.0,2,4,2280.0,4,5,3,0,1033,6,172.16666666666666,1.5,1033
240000,5,3,2,0,7,0,1,4,10,0,0,0,0,0,1,8,41.0,10905,57,1192.0,2.0,2,4,0.0,1,5,4,4,2327,9,258.55555555555554,2.5,2327
160000,15,2,2,1,7,0,0,3,6,0,0,0,0,0,1,8,99.6,9556,21,840.0,2.0,2,4,0.0,1,4,4,0,1187,6,197.83333333333334,2.0,1187
128000,61,1,1,1,6,1,0,3,6,0,0,0,1,0,1,8,58.0,6430,0,440.0,1.0,2,3,3120.0,3,3,3,0,1340,6,223.33333333333334,2.0,1340
82000,53,1,2,0,4,0,0,3,5,1,0,0,0,0,1,8,65.0,6040,0,0.0,0.0,0,0,0.0,0,3,2,0,1152,6,192.0,2.0,1152
256000,43,2,2,1,6,0,0,3,6,0,0,0,0,0,1,8,80.0,14695,452,542.0,2.0,2,3,6935.0,1,4,4,4,1567,5,313.4,3.0,1567
143000,89,2,1,1,7,0,1,3,10,0,0,0,0,1,1,8,50.0,9000,0,324.0,2.0,2,3,3120.0,1,5,3,0,1482,7,211.71428571428572,1.5,1482
231713,1,4,2,1,7,0,0,4,10,0,0,0,0,0,1,8,67.0,8368,139,1299.0,2.0,2,4,0.0,1,5,4,0,1689,7,241.28571428571428,2.0,1689
155000,38,2,2,1,5,0,0,3,6,0,0,0,1,0,1,5,195.0,41600,144,828.0,3.0,0,4,5235.0,4,3,3,0,1424,7,203.42857142857142,2.5,1424
128500,25,2,2,0,5,0,0,3,10,0,0,0,0,0,1,8,59.0,6490,315,264.0,1.0,2,3,3204.0,1,5,3,0,816,4,204.0,1.5,816
168000,87,1,2,1,7,0,0,3,6,0,0,0,0,0,1,8,60.0,7290,90,312.0,1.0,2,3,0.0,1,5,3,4,1424,7,203.42857142857142,2.0,1424
184000,35,2,2,1,7,0,1,3,6,0,0,0,0,0,1,8,61.5,7472,32,1452.0,2.0,2,3,3130.0,1,4,4,0,1479,7,211.28571428571428,2.5,1479
124000,44,2,1,0,5,1,0,3,6,0,0,0,1,0,1,8,70.0,7000,176,0.0,0.0,2,3,4765.0,3,3,3,0,1025,6,170.83333333333334,2.0,1025
185000,39,3,3,0,6,0,0,3,6,0,0,0,0,1,1,8,80.0,11717,371,1230.0,2.0,2,3,0.0,1,3,3,3,1442,6,240.33333333333334,2.0,1442
230500,6,2,2,0,8,0,1,4,10,0,0,0,0,0,1,8,106.0,11194,312,1008.0,2.0,2,4,0.0,1,5,4,3,1936,7,276.57142857142856,2.5,1936
227000,8,3,2,0,7,0,1,3,10,0,0,0,0,0,1,8,90.0,11250,212,1110.0,3.0,2,4,3980.0,2,5,4,3,1939,8,242.375,3.0,1939
173500,4,3,2,0,6,0,1,4,10,0,0,0,0,0,1,8,64.0,8633,135,1620.0,2.0,2,4,1158.0,1,5,4,0,1476,7,210.85714285714286,3.5,1476
140000,38,2,1,0,5,1,0,3,6,0,0,0,0,0,1,8,70.0,8400,143,652.0,1.0,2,4,4464.0,4,4,3,0,898,6,149.66666666666666,2.0,898
247000,2,4,1,1,8,0,0,4,10,0,0,0,0,1,1,8,87.0,10037,20,1440.0,2.0,2,5,3996.0,1,5,4,4,1460,6,243.33333333333334,2.0,1460
149900,31,1,2,0,6,1,0,3,7,0,0,0,0,0,1,8,41.5,8014,0,1512.0,2.0,2,4,2736.0,4,3,3,2,1034,5,206.8,1.5,1034
158000,30,3,2,0,5,0,0,3,6,0,0,0,0,0,1,8,70.0,12250,491,528.0,2.0,2,4,3905.0,2,5,3,0,1174,5,234.8,2.0,1174
147110,7,4,2,0,7,0,1,4,10,0,0,1,0,0,1,8,65.0,2403,50,992.0,2.0,2,4,1464.0,1,5,4,0,1080,4,270.0,2.5,1080
119500,69,1,2,1,6,1,0,3,6,0,0,0,0,0,1,8,50.0,8600,0,198.0,1.0,0,3,0.0,1,3,3,4,1376,7,196.57142857142858,2.0,1376
205000,69,3,2,1,5,1,0,3,6,0,0,0,0,0,1,6,60.0,13680,171,440.0,2.0,2,3,3640.0,1,5,3,3,1567,6,261.1666666666667,2.5,1567
148000,112,2,2,1,5,0,1,3,6,0,0,0,0,0,1,8,60.0,10800,112,0.0,0.0,0,4,0.0,3,5,4,0,1534,6,255.66666666666666,1.5,1534
236500,15,4,2,1,8,0,0,4,10,0,0,1,0,0,1,8,39.0,5389,389,1216.0,2.0,2,4,7080.0,1,5,4,3,1616,5,323.2,3.0,1616
137000,68,1,2,1,5,1,0,3,6,0,0,0,0,0,1,8,60.0,10890,0,240.0,1.0,2,2,1860.0,1,3,2,0,1551,6,258.5,3.0,1551
122000,54,2,2,0,5,0,0,3,6,0,0,0,0,0,1,8,68.0,9768,70,660.0,1.0,2,3,1535.0,1,4,3,0,960,5,192.0,2.0,960
176485,0,2,2,0,7,0,0,4,10,0,0,0,0,0,1,8,73.0,8993,22,1308.0,2.0,2,4,0.0,3,5,4,0,1302,6,217.0,2.0,1302
109000,81,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,50.0,11672,280,210.0,1.0,0,3,0.0,1,3,3,0,816,4,204.0,1.0,816
330000,9,3,2,0,7,0,0,4,6,0,0,1,0,0,1,8,66.0,9763,0,858.0,1.0,2,4,6972.0,1,5,4,3,1502,5,300.4,2.5,1502
143000,0,2,1,0,6,0,0,3,10,0,0,0,0,0,1,8,56.0,9836,175,308.0,1.0,2,3,576.0,1,4,3,0,1133,7,161.85714285714286,2.0,1133
410000,9,4,2,0,9,0,1,4,6,0,0,0,0,0,1,8,89.0,10557,195,2418.0,3.0,2,5,4032.0,4,5,4,3,3078,9,342.0,3.5,3078
201000,13,3,2,0,6,0,1,4,6,0,0,0,0,0,1,8,70.0,8462,387,942.0,2.0,2,4,4884.0,1,5,4,0,1721,7,245.85714285714286,3.0,1721
80000,96,2,2,1,4,1,0,3,10,0,0,0,0,0,1,8,60.0,10818,216,648.0,2.0,2,2,0.0,1,3,3,3,1760,7,251.42857142857142,1.5,1760
259500,62,3,2,1,6,0,1,3,6,0,0,0,0,0,1,8,61.0,7259,224,180.0,1.0,2,3,4170.0,1,5,4,3,2320,9,257.77777777777777,3.5,2320
279900,4,4,2,1,7,0,1,4,10,0,0,0,0,0,1,8,74.5,11800,175,1356.0,2.0,2,4,4596.0,4,5,4,4,2486,10,248.6,4.5,2486
154000,51,2,2,1,5,0,0,3,10,0,0,0,0,1,1,8,75.0,7500,218,610.0,1.0,2,3,3398.0,1,5,4,0,1246,6,207.66666666666666,2.5,1246
277000,49,2,2,1,6,1,0,4,6,0,0,0,0,0,1,8,77.5,159000,98,1167.0,2.0,2,4,2091.0,4,4,4,3,2144,7,306.2857142857143,2.5,2144
128000,64,1,2,1,5,1,0,3,8,0,0,0,0,0,1,5,62.0,6488,264,215.0,1.0,2,3,460.0,1,5,3,3,1150,6,191.66666666666666,1.0,1150
256300,2,4,2,0,8,0,0,4,10,0,0,0,0,0,1,8,110.0,14230,56,1780.0,3.0,2,4,0.0,1,5,4,4,1600,7,228.57142857142858,2.0,1600
188000,77,3,2,1,4,1,0,3,6,0,0,0,0,0,1,8,110.0,7810,40,231.0,1.0,2,3,1134.0,1,5,4,3,1755,7,250.71428571428572,2.0,1755
312500,4,4,2,0,8,0,0,4,10,0,0,0,0,1,1,8,85.0,14331,348,2295.0,3.0,2,5,7644.0,4,5,4,4,1800,7,257.14285714285717,3.0,1800
151000,6,4,2,1,7,0,1,4,6,0,0,1,0,0,1,8,30.0,3182,172,960.0,2.0,2,4,0.0,1,5,4,0,1200,4,300.0,2.5,1200
122500,36,1,2,0,5,0,1,3,6,0,0,1,0,0,1,7,24.0,1920,276,440.0,2.0,2,3,2355.0,1,5,3,0,1365,6,227.5,2.5,1365
188000,5,3,2,0,6,0,1,4,10,0,0,0,0,0,1,8,68.0,10110,209,1084.0,2.0,2,4,3255.0,2,5,4,0,1696,7,242.28571428571428,3.5,1696
209700,1,3,2,1,7,0,1,4,10,0,0,0,0,0,1,8,91.0,10984,198,1276.0,2.0,2,4,0.0,4,5,4,0,1809,8,226.125,2.5,1809
163000,15,3,2,1,6,0,1,4,6,0,0,0,0,0,1,8,50.0,8480,240,948.0,2.0,2,4,3612.0,1,5,4,0,1680,7,240.0,3.0,1680
187500,41,2,2,1,6,0,1,3,6,0,0,0,0,0,1,8,85.0,12205,301,1332.0,2.0,2,3,1136.0,4,4,4,0,2087,9,231.88888888888889,2.5,2087
220000,10,3,1,1,8,0,0,4,10,0,0,0,0,0,1,8,90.0,15750,169,1563.0,2.0,2,4,7476.0,4,5,4,3,1513,5,302.6,3.0,1513
127000,40,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,70.0,8050,152,616.0,1.0,2,3,2522.0,1,3,4,0,1107,5,221.4,2.0,1107
107500,55,2,2,1,5,0,0,3,10,0,0,0,0,0,1,5,60.0,7200,0,392.0,1.0,2,0,0.0,0,5,3,1,827,5,165.4,1.0,827
128000,94,2,2,1,6,0,1,3,6,0,0,0,0,0,1,8,35.0,6300,425,0.0,0.0,2,3,0.0,1,5,3,4,1484,9,164.88888888888889,2.0,1484
73000,83,2,1,1,5,0,0,3,6,0,0,0,0,0,1,8,30.0,5232,0,504.0,2.0,0,2,0.0,1,4,3,0,764,4,191.0,1.0,764
374000,3,4,2,1,9,0,0,4,10,0,0,0,0,1,1,8,72.0,11846,255,2622.0,3.0,2,5,9402.0,4,5,5,4,1792,6,298.6666666666667,3.0,1792
178000,17,2,2,1,6,0,1,3,10,0,0,0,0,0,1,8,99.6,9636,382,778.0,2.0,2,4,0.0,1,4,3,3,1593,7,227.57142857142858,2.5,1593
137500,36,1,2,0,4,1,0,3,8,0,0,0,0,0,1,8,90.0,10012,180,1176.0,2.0,2,4,4220.0,3,3,3,0,1181,6,196.83333333333334,3.0,1181
301500,14,4,2,0,8,0,0,4,6,0,0,0,0,1,1,8,91.0,14303,298,2073.0,2.0,2,4,7884.0,4,5,4,3,1987,7,283.85714285714283,3.0,1987
105000,74,1,1,1,6,0,1,3,6,0,0,0,0,0,1,8,43.0,5707,425,180.0,1.0,2,3,0.0,1,4,3,4,1242,6,207.0,1.5,1242
157500,38,2,1,1,6,0,0,3,6,0,0,0,0,1,1,8,78.0,9360,94,1008.0,2.0,2,3,3800.0,3,3,4,2,976,4,244.0,2.0,976
117000,106,2,2,1,5,1,0,3,2,0,0,0,0,0,1,8,40.0,5680,77,216.0,1.0,0,3,0.0,1,3,3,0,1214,6,202.33333333333334,1.0,1214
105000,44,2,1,0,5,0,0,3,6,0,0,0,0,0,1,8,70.0,7000,0,336.0,1.0,2,3,1872.0,1,4,3,0,864,5,172.8,1.5,864
115000,72,1,2,1,6,1,0,3,6,0,0,0,0,0,1,3,51.0,10480,0,240.0,1.0,2,3,0.0,1,5,3,0,1166,6,273.1666666666667,1.0,1639
360000,1,4,2,0,9,0,0,5,10,0,0,0,0,0,1,8,95.0,11578,409,1668.0,3.0,2,5,0.0,1,5,5,4,1736,7,248.0,2.0,1736
118858,30,3,2,0,5,0,0,3,8,1,0,0,0,0,1,8,64.0,7018,0,400.0,2.0,2,0,0.0,0,3,3,0,1535,8,191.875,2.0,1535
173000,42,3,1,1,6,0,1,3,6,0,0,0,0,1,1,8,80.0,9130,40,484.0,2.0,2,3,2592.0,1,4,4,0,1632,7,233.14285714285714,2.0,1632
78500,119,2,2,1,3,0,0,3,10,0,0,0,0,0,1,8,60.0,10800,30,320.0,1.0,2,3,0.0,1,3,3,0,725,4,181.25,1.5,725
183500,3,2,2,0,7,0,1,4,10,0,0,0,0,0,1,8,62.0,8244,148,1320.0,2.0,2,4,0.0,1,5,4,4,1720,7,245.71428571428572,2.5,1720
93000,56,2,2,0,4,0,0,2,6,0,0,0,1,0,1,6,60.0,6000,144,576.0,2.0,2,2,0.0,1,3,3,0,936,4,234.0,1.0,936
226500,4,3,2,0,8,0,0,4,10,0,0,1,0,1,1,8,43.0,3621,163,1890.0,3.0,2,4,6504.0,4,5,4,3,1589,7,227.0,3.0,1589
178000,16,2,2,1,6,0,1,4,10,0,0,0,0,0,1,8,59.0,7837,40,760.0,2.0,2,4,0.0,1,4,3,3,1571,7,224.42857142857142,2.5,1571
226000,4,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,72.0,10665,173,1116.0,2.0,2,4,6078.0,3,5,4,0,1479,7,211.28571428571428,3.0,1479
173000,40,2,2,0,5,0,1,4,10,0,0,0,0,0,1,8,70.0,10457,541,1796.0,2.0,2,3,2560.0,4,5,3,3,1632,7,233.14285714285714,1.5,1632
62383,44,1,2,0,5,0,0,3,6,0,0,0,0,0,1,8,60.0,8281,236,360.0,1.0,2,3,2903.0,1,4,3,1,864,5,172.8,1.0,864
160000,80,1,1,1,7,0,1,3,5,0,0,0,0,0,1,8,43.0,7000,586,312.0,1.0,2,3,2120.0,1,5,4,4,1479,6,246.5,2.0,1479
219990,4,3,2,0,7,0,0,4,10,0,0,1,0,1,1,8,43.0,3940,163,1336.0,3.0,2,4,6522.0,1,5,4,3,1576,7,225.14285714285714,3.0,1576
191000,9,3,2,1,7,0,0,4,10,0,0,0,0,0,1,8,93.0,9382,145,1154.0,2.0,2,4,0.0,1,5,4,0,1479,6,246.5,2.0,1479
136500,82,2,2,1,5,0,0,3,6,0,0,0,0,0,1,5,55.0,6854,215,308.0,1.0,2,3,1315.0,1,3,3,4,1060,6,176.66666666666666,2.0,1060
80000,49,1,2,1,4,0,0,3,6,0,0,0,0,0,1,6,38.0,11515,60,308.0,1.0,0,0,0.0,0,3,4,0,943,5,188.6,1.0,943
229000,18,3,2,0,7,1,0,4,6,0,0,0,0,0,1,8,89.5,13837,0,786.0,3.0,2,4,6416.0,1,4,4,0,2183,9,242.55555555555554,2.5,2183
236000,17,3,2,1,7,0,1,4,6,0,0,0,0,0,1,8,80.0,9938,246,1722.0,2.0,2,4,4500.0,1,5,4,3,1949,8,243.625,3.5,1949
392000,1,4,4,1,10,0,0,5,6,0,0,0,0,1,1,8,85.0,12633,304,2796.0,3.0,2,5,0.0,4,5,5,4,1824,8,228.0,2.0,1824
149000,82,1,2,1,6,0,1,3,8,0,0,0,0,0,1,8,57.0,6876,213,316.0,1.0,2,3,2088.0,1,2,3,0,1930,8,241.25,3.0,1930
345000,10,4,2,1,10,0,1,5,8,0,0,1,0,0,1,8,36.0,3951,184,2538.0,2.0,2,4,5564.0,2,5,5,3,2393,7,341.85714285714283,3.5,2393
169000,106,2,2,1,5,0,1,4,10,0,0,0,0,1,1,8,62.0,9856,239,624.0,2.0,2,2,0.0,1,5,3,0,2014,8,251.75,2.0,2014
109900,61,1,1,1,4,0,0,3,6,0,0,0,0,0,1,5,84.0,17808,0,336.0,1.0,0,3,0.0,1,3,3,0,1242,4,310.5,1.0,1242
188000,13,2,2,1,7,0,1,3,6,0,0,0,0,0,1,8,74.0,9627,238,1950.0,3.0,2,4,1516.0,3,5,3,3,2000,9,222.22222222222223,2.5,2000
132500,70,2,2,1,6,1,0,3,6,0,0,0,0,0,1,8,50.0,6000,45,280.0,1.0,2,3,0.0,1,5,3,4,1412,6,235.33333333333334,1.0,1412
143000,15,3,2,0,5,0,0,3,10,0,0,0,0,0,1,8,65.0,9757,158,880.0,1.0,2,3,3775.0,1,5,3,0,990,5,198.0,2.0,990
125000,56,1,2,0,5,0,0,3,6,0,0,0,0,0,1,8,58.0,9280,0,256.0,1.0,2,2,2785.0,1,5,3,0,1342,7,191.71428571428572,2.0,1342
415000,1,4,2,0,9,0,0,5,10,0,0,0,0,1,1,8,120.0,14780,566,3255.0,3.0,2,5,9030.0,4,5,5,4,1868,7,266.85714285714283,3.0,1868
125500,100,2,2,1,4,0,1,3,10,0,0,0,0,0,1,8,60.0,7740,168,528.0,2.0,2,2,0.0,1,4,3,0,1363,6,227.16666666666666,1.0,1363
139000,51,2,1,1,6,0,0,3,6,0,0,0,0,1,1,7,80.0,9600,289,676.0,1.0,2,3,3100.0,1,4,3,4,1632,6,272.0,3.0,1632
119900,50,1,2,0,5,0,0,3,10,1,0,0,0,1,1,8,65.0,10926,0,0.0,0.0,2,3,0.0,1,3,3,0,1678,10,167.8,2.0,1678
220000,8,4,2,1,8,0,0,4,10,0,0,0,0,0,1,8,74.5,6853,217,1413.0,2.0,2,5,6030.0,1,5,4,0,1296,6,216.0,3.0,1296
167300,36,2,2,0,6,0,0,3,6,0,0,0,0,0,1,8,85.0,10667,44,525.0,2.0,2,3,3352.0,1,3,3,4,1587,7,226.71428571428572,2.0,1587
122000,68,1,2,1,5,1,0,3,6,0,0,0,0,0,1,8,45.0,8212,84,256.0,1.0,2,3,1878.0,1,5,3,4,1298,6,216.33333333333334,1.0,1298
125000,43,1,1,0,5,0,0,3,6,1,0,0,0,0,1,8,70.0,9100,0,504.0,2.0,2,3,3996.0,1,3,3,0,1728,10,172.8,3.0,1728
112500,51,2,2,0,5,0,0,3,10,0,0,0,0,1,1,8,50.0,6000,0,864.0,1.0,2,3,924.0,1,4,3,0,928,5,185.6,1.0,928
191000,2,3,2,1,7,0,1,4,10,0,0,0,0,0,1,8,78.0,9316,275,1156.0,2.0,2,4,0.0,4,5,4,0,1795,7,256.42857142857144,2.5,1795
136000,50,2,2,0,6,0,0,3,6,0,0,0,0,1,1,8,75.0,9464,130,288.0,1.0,2,3,2280.0,1,4,3,0,1080,5,216.0,1.0,1080
197900,11,3,2,0,7,0,1,3,10,0,0,0,0,0,1,8,80.0,10400,234,1092.0,2.0,2,4,0.0,3,5,4,0,1779,6,296.5,2.5,1779
117000,96,2,1,1,6,1,0,3,10,0,0,0,0,1,1,8,59.0,5310,394,255.0,1.0,2,3,0.0,1,4,4,0,1635,5,327.0,1.0,1635
194000,0,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,64.0,7406,159,1264.0,2.0,2,4,4104.0,3,5,4,0,1220,6,203.33333333333334,3.0,1220
285000,7,4,2,0,9,0,0,4,10,0,0,1,0,0,1,8,72.0,4538,322,1090.0,2.0,2,5,6024.0,3,5,4,3,1310,5,262.0,2.5,1310
127500,68,1,2,1,5,1,0,3,6,0,0,0,1,0,1,8,62.0,10106,140,0.0,0.0,2,3,2298.0,1,4,3,0,1355,6,225.83333333333334,3.0,1355
268000,14,4,2,1,7,0,1,4,6,0,0,0,0,0,1,8,68.0,13346,40,1180.0,2.0,2,4,4368.0,1,5,4,3,2295,9,255.0,3.5,2295
137000,107,2,1,1,4,0,1,3,6,0,0,0,0,0,1,8,57.0,9639,160,342.0,2.0,0,3,0.0,1,5,3,0,1798,7,256.85714285714283,2.5,1798
215000,41,3,2,0,7,0,0,3,8,0,0,0,0,0,1,8,52.0,15387,254,578.0,2.0,2,3,4191.0,1,5,4,4,1620,8,202.5,2.0,1620
129500,52,2,2,0,5,0,0,3,6,0,0,0,0,1,1,8,75.0,10050,0,672.0,1.0,2,3,864.0,1,3,3,0,1216,5,243.2,2.0,1216
115000,70,2,2,1,5,1,0,3,6,0,0,0,0,0,1,8,51.0,6240,314,240.0,1.0,2,4,0.0,1,4,3,0,1344,7,192.0,1.0,1344
114000,83,2,2,1,5,1,0,3,10,0,0,0,0,0,1,8,45.0,7506,180,288.0,1.0,0,3,0.0,1,3,3,0,1159,5,231.8,1.0,1159
107000,40,3,2,0,4,0,0,3,6,0,0,0,0,0,1,8,65.0,8900,42,384.0,1.0,2,3,3168.0,1,3,3,0,1056,5,211.2,2.0,1056
118500,61,2,2,1,5,1,0,3,6,0,0,0,0,0,1,8,80.0,8480,260,336.0,1.0,2,3,1326.0,1,3,3,0,1216,6,202.66666666666666,1.0,1216
120000,79,2,2,1,6,1,0,3,6,0,0,0,0,0,1,8,50.0,6000,112,416.0,1.0,2,3,0.0,1,3,3,4,1158,5,231.6,1.0,1158
260000,2,4,2,0,8,0,0,4,10,0,0,0,0,0,1,8,74.0,8847,186,968.0,2.0,2,4,4614.0,3,5,4,0,1538,7,219.71428571428572,3.0,1538
136000,51,2,2,0,5,0,0,3,6,0,0,0,0,1,1,8,72.0,8050,0,616.0,1.0,2,3,3910.0,1,3,3,0,1143,6,190.5,2.0,1143
123000,36,2,2,0,4,0,0,3,6,0,0,0,0,0,1,8,70.0,8294,0,480.0,4.0,2,3,0.0,1,3,3,0,872,5,174.4,1.0,872
89500,88,1,1,1,6,1,0,3,6,0,0,0,0,0,1,8,60.0,7920,144,0.0,0.0,0,3,0.0,1,3,2,0,1406,6,234.33333333333334,1.0,1406
199500,5,2,2,0,6,0,0,4,10,0,0,0,0,0,1,8,100.0,18494,59,1290.0,2.0,2,4,0.0,1,5,4,0,1324,6,220.66666666666666,2.0,1324
109900,42,1,2,0,5,0,0,3,6,0,0,0,0,0,1,8,70.0,7162,0,408.0,1.0,2,3,0.0,1,3,3,0,904,6,150.66666666666666,1.0,904
234000,83,3,2,1,7,0,1,4,6,0,0,0,0,0,1,8,53.0,10918,145,282.0,1.0,2,4,0.0,1,5,4,4,2080,9,231.11111111111111,1.5,2080
155900,2,3,2,0,6,0,0,4,10,0,0,1,0,0,1,8,37.0,4435,140,840.0,2.0,2,4,3972.0,2,5,4,4,848,3,282.6666666666667,2.0,848
161500,52,2,2,1,4,1,0,3,6,0,0,0,0,0,1,6,85.0,11250,120,304.0,1.0,2,3,0.0,3,5,3,3,1788,8,223.5,2.0,1788
137500,51,4,2,0,6,0,0,3,6,0,0,0,0,0,1,8,46.0,14375,351,1050.0,2.0,2,3,1728.0,1,4,4,4,1344,7,192.0,1.5,1344
76500,100,2,2,1,5,0,1,3,6,0,0,0,1,0,1,8,100.0,9045,36,0.0,0.0,0,3,0.0,2,2,2,0,2256,12,188.0,2.0,2256
211000,19,2,2,1,6,0,1,4,8,0,0,0,0,0,1,8,97.0,10029,420,521.0,2.0,2,4,4986.0,1,3,3,3,2060,8,257.5,3.0,2060
181000,10,2,2,1,6,0,0,4,6,0,0,1,0,0,1,8,34.0,4060,212,1533.0,2.0,2,4,1596.0,1,5,4,0,1337,5,267.4,3.0,1337
174900,42,2,2,0,6,0,0,3,6,0,0,0,0,0,1,8,82.0,9020,129,980.0,2.0,2,3,3631.0,4,3,3,0,1165,6,194.16666666666666,2.5,1165
164500,40,1,2,0,5,0,0,3,10,0,0,0,0,0,1,8,96.0,11777,468,1128.0,2.0,2,3,3411.0,3,5,3,2,1320,6,220.0,2.0,1320
214000,6,4,2,0,7,0,0,4,10,0,0,0,0,0,1,8,70.0,10171,0,1064.0,2.0,2,4,12.0,1,5,4,0,1535,7,219.28571428571428,2.0,1535
185000,28,3,2,1,7,0,1,3,6,0,0,0,0,0,1,7,80.0,10400,101,489.0,2.0,2,4,0.0,2,3,3,3,2044,7,292.0,2.5,2044
123000,79,2,2,1,4,1,0,3,6,0,0,0,0,0,1,8,52.0,6240,445,336.0,1.0,2,3,320.0,1,5,3,0,1136,6,189.33333333333334,1.5,1136
183500,28,2,2,0,6,1,0,3,6,0,0,0,0,0,1,8,43.5,12150,306,972.0,2.0,2,4,6006.0,3,3,4,1,1299,5,259.8,3.0,1299
174000,8,4,2,1,8,0,1,4,6,0,1,0,0,0,1,8,24.0,2645,206,492.0,2.0,2,4,0.0,1,5,4,0,1441,5,288.2,2.5,1441
130000,54,1,2,0,5,0,0,3,6,0,0,0,0,0,1,5,62.0,22692,64,649.0,2.0,1,3,1761.0,1,3,3,3,1630,6,271.6666666666667,2.0,1630
178000,81,2,2,1,7,0,1,3,6,0,0,0,0,0,1,8,60.0,9600,234,546.0,2.0,2,3,32.0,1,5,5,4,1641,6,273.5,2.0,1641
189900,13,2,2,1,5,0,1,3,10,0,0,0,0,0,1,8,74.0,13830,246,1446.0,2.0,2,4,4746.0,1,4,3,3,1629,6,271.5,2.5,1629
144000,6,3,2,1,6,0,0,4,10,0,0,1,0,0,1,8,70.0,4435,140,1260.0,2.0,2,4,4110.0,3,5,4,0,848,4,212.0,2.0,848
120500,78,1,2,1,6,0,0,4,6,0,0,0,0,0,1,8,63.5,5890,96,432.0,1.0,2,3,2690.0,3,5,3,0,816,5,163.2,1.0,816
145000,15,3,2,1,5,0,0,3,10,0,0,0,0,0,1,8,112.0,10859,456,672.0,2.0,2,4,0.0,1,5,3,0,1097,6,182.83333333333334,1.5,1097
251000,7,4,2,0,8,0,0,4,10,0,0,1,0,0,1,8,41.0,5330,144,998.0,2.0,2,4,7176.0,3,5,5,0,1652,6,275.3333333333333,3.0,1652
136500,42,1,2,0,4,0,0,3,6,1,0,0,0,1,1,8,72.0,10778,0,0.0,0.0,2,3,0.0,1,3,3,0,1768,8,221.0,2.0,1768
82500,53,1,2,0,4,0,0,3,6,1,0,0,0,0,1,8,74.0,6845,0,0.0,0.0,0,0,0.0,0,3,3,0,1152,6,192.0,2.0,1152
57625,99,1,2,1,2,0,0,2,6,0,0,0,0,0,0,7,109.0,21780,143,280.0,1.0,0,0,0.0,0,3,3,0,810,4,202.5,1.0,810
